NodeId,Timestamp,Temperatura,Humedad,Luz,Voltaje,DesviacionTemp,Anomalia,LecturasInvalidas
6,2004-03-06 09:00:00,21.58,40.19,1159.1,2.58,-1.32,0,0
6,2004-03-06 10:00:00,22.89,38.39,1417,2.593,-1.74,0,0
6,2004-03-06 11:00:00,23.95,37.1,1409.3,2.605,-1.22,0,0
6,2004-03-06 12:00:00,24.62,36.25,1296.1,2.611,-1.25,0,0
6,2004-03-06 13:00:00,25.02,35.72,1161.7,2.616,-1.23,0,0
6,2004-03-06 14:00:00,25.18,35.56,1007.9,2.617,-1.29,0,0
6,2004-03-06 15:00:00,25.22,35.56,802,2.618,-1.77,0,0
6,2004-03-06 16:00:00,24.59,36.74,604.3,2.614,-1.27,0,0
6,2004-03-06 17:00:00,23.94,38.17,382.4,2.605,-0.93,0,0
6,2004-03-06 18:00:00,23.21,39.33,119.9,2.6,-0.45,0,0
6,2004-03-06 19:00:00,22.64,40.1,113.9,2.593,-0.3,0,0
6,2004-03-06 20:00:00,22.31,40.53,114.1,2.589,-0.16,0,0
6,2004-03-06 21:00:00,21.98,40.94,114.1,2.582,-0.03,0,0
6,2004-03-06 22:00:00,21.72,41.1,114.1,2.582,0.12,0,0
6,2004-03-06 23:00:00,21.32,41.6,114.1,2.578,0.13,0,0
6,2004-03-07 00:00:00,21.04,41.65,114.1,2.571,0.24,0,0
6,2004-03-07 01:00:00,20.81,41.61,114.1,2.57,0.44,0,0
6,2004-03-07 02:00:00,20.49,41.98,114.1,2.564,0.51,0,0
6,2004-03-07 03:00:00,20.34,42.04,114.1,2.56,0.6,0,0
6,2004-03-07 04:00:00,20.13,42.17,114.1,2.56,0.62,0,0
6,2004-03-07 05:00:00,19.93,42.35,114.1,2.56,0.62,0,0
6,2004-03-07 06:00:00,19.73,42.53,140.9,2.559,0.61,0,0
6,2004-03-07 07:00:00,19.93,42.23,586.6,2.559,0.16,0,0
6,2004-03-07 08:00:00,21.09,40.91,1034.9,2.565,-0.8,0,0
6,2004-03-07 09:00:00,22.37,39.4,1307.2,2.581,-1.69,0,0
6,2004-03-07 10:00:00,23.6,38.43,1425.4,2.593,-1.59,0,0
6,2004-03-07 11:00:00,24.51,37.88,1393,2.603,-1.52,0,0
6,2004-03-07 12:00:00,25.29,37.16,1289.5,2.61,-1.52,0,0
6,2004-03-07 13:00:00,26.02,35.31,1156.5,2.618,-1.6,0,0
6,2004-03-07 14:00:00,26.47,34.61,984.9,2.628,-2.08,0,0
6,2004-03-07 15:00:00,26.34,35.42,757.5,2.626,-2.73,0,0
6,2004-03-07 16:00:00,25.99,36.15,554.3,2.621,-2.04,0,0
6,2004-03-07 17:00:00,25.26,37.64,307.6,2.613,-1.43,0,0
6,2004-03-07 18:00:00,24.37,39,118.8,2.605,-1.15,0,0
6,2004-03-07 19:00:00,23.7,39.78,110.6,2.595,-0.74,0,0
6,2004-03-07 20:00:00,23.3,40.13,114.1,2.593,-0.6,0,0
6,2004-03-07 21:00:00,22.98,40.36,114.1,2.589,-0.44,0,0
6,2004-03-07 22:00:00,22.75,40.52,114.1,2.583,-0.42,0,0
6,2004-03-07 23:00:00,22.58,40.45,114.1,2.582,-0.33,0,0
6,2004-03-08 00:00:00,22.32,40.45,114.1,2.582,-0.23,0,0
6,2004-03-08 01:00:00,22.07,40.48,114.1,2.575,-0.09,0,0
6,2004-03-08 02:00:00,21.88,40.48,114.1,2.572,0,0,0
6,2004-03-08 03:00:00,21.65,40.56,114.1,2.57,0.01,0,0
6,2004-03-08 04:00:00,21.45,40.62,114.1,2.565,0.12,0,0
6,2004-03-08 05:00:00,21.24,40.71,112.3,2.561,0.16,0,0
6,2004-03-08 06:00:00,21.17,40.91,147.9,2.56,0.19,0,0
6,2004-03-08 07:00:00,23.95,36.69,602.9,2.589,0.21,0,0
6,2004-03-08 08:00:00,23.52,39.33,1036.9,2.585,0.1,0,0
6,2004-03-08 09:00:00,23.55,40.94,1239.2,2.585,-0.67,0,0
6,2004-03-08 10:00:00,22.27,44.81,1320.3,2.573,-1.04,0,0
6,2004-03-08 11:00:00,22.06,45.64,1436.1,2.571,-1.18,0,0
6,2004-03-08 12:00:00,21.94,45.77,1296.7,2.569,-1.5,0,0
6,2004-03-08 13:00:00,21.96,45.45,1160,2.568,-1.53,0,0
6,2004-03-08 14:00:00,21.86,45.1,996.9,2.564,-1.16,0,0
6,2004-03-08 15:00:00,21.71,44.84,785.9,2.561,-1.64,0,0
6,2004-03-08 16:00:00,21.75,43.77,562,2.56,-1.11,0,0
6,2004-03-08 17:00:00,21.68,43.19,330,2.56,-0.49,0,0
6,2004-03-08 18:00:00,22.88,40.33,121.5,2.575,-1.38,0,0
6,2004-03-08 19:00:00,23.51,38.11,114,2.582,-1.3,0,0
6,2004-03-08 20:00:00,23.52,37.13,110.2,2.582,-1.08,0,0
6,2004-03-08 21:00:00,23.34,36.88,103,2.581,-0.84,0,0
6,2004-03-08 22:00:00,23.11,36.7,101.2,2.577,-0.72,0,0
6,2004-03-08 23:00:00,22.87,36.55,104,2.572,-0.61,0,0
6,2004-03-09 00:00:00,22.67,36.52,103.3,2.571,-0.5,0,0
6,2004-03-09 01:00:00,22.38,36.5,43.9,2.567,-0.39,0,0
6,2004-03-09 02:00:00,22.02,36.68,0.9,2.56,-0.37,0,0
6,2004-03-09 03:00:00,21.76,36.66,0.9,2.56,-0.21,0,0
6,2004-03-09 04:00:00,21.42,36.86,0.9,2.56,-0.2,0,0
6,2004-03-09 05:00:00,21.25,37.17,0.9,2.556,-0.15,0,0
6,2004-03-09 06:00:00,21.2,38.24,33.7,2.553,-0.04,0,0
6,2004-03-09 07:00:00,23.64,34.26,537.2,2.577,1.51,0,0
6,2004-03-09 08:00:00,23.87,34.43,963.5,2.582,1.02,0,0
6,2004-03-09 09:00:00,22.09,39.09,1176.8,2.563,-0.16,0,0
6,2004-03-09 10:00:00,21.77,40.99,1295.6,2.56,-0.43,0,0
6,2004-03-09 11:00:00,22.16,42.87,1237.6,2.56,-0.46,0,0
6,2004-03-09 12:00:00,21.88,44.78,1162.8,2.559,-0.68,0,0
6,2004-03-09 13:00:00,22.31,44.53,1039.7,2.563,-1.23,0,0
6,2004-03-09 14:00:00,21.77,46.79,880.6,2.559,-0.85,0,0
6,2004-03-09 15:00:00,21.68,47.12,656.9,2.557,-0.6,0,0
6,2004-03-09 16:00:00,21.72,47.21,455,2.554,-0.42,0,0
6,2004-03-09 17:00:00,21.39,47.6,236.2,2.551,-0.13,0,0
6,2004-03-09 18:00:00,21.9,46.7,19,2.558,-1.01,0,0
6,2004-03-09 19:00:00,22.29,45.88,12.4,2.56,-0.95,0,0
6,2004-03-09 20:00:00,22.35,45.04,12.1,2.56,-0.65,0,0
6,2004-03-09 21:00:00,22.27,44.73,11,2.56,-0.46,0,0
6,2004-03-09 22:00:00,22.2,44.51,11.9,2.559,-0.43,0,0
6,2004-03-09 23:00:00,22.13,44.41,14.3,2.558,-0.38,0,0
6,2004-03-10 00:00:00,22.07,44.08,9,2.557,-0.33,0,0
6,2004-03-10 01:00:00,21.81,43.44,1,2.551,-0.28,0,0
6,2004-03-10 02:00:00,21.5,42.81,0.9,2.549,-0.22,0,0
6,2004-03-10 03:00:00,21.41,40.99,1,2.549,-0.26,0,0
6,2004-03-10 04:00:00,21.33,39.18,0.9,2.546,-0.26,0,0
6,2004-03-10 05:00:00,21.24,37.65,0.9,2.544,-0.25,0,0
6,2004-03-10 06:00:00,21.28,36.29,36.8,2.542,-0.19,0,0
6,2004-03-10 07:00:00,23.65,30.95,579.8,2.564,1.16,0,0
6,2004-03-10 08:00:00,24,30.09,1005.9,2.57,0.79,0,0
6,2004-03-10 09:00:00,24.13,29.9,1192.3,2.571,0.45,0,0
6,2004-03-11 09:00:00,23.22,32.68,1255,2.502,-0.78,0,0
6,2004-03-11 10:00:00,22.34,34.61,1363,2.493,-1.22,0,0
6,2004-03-11 11:00:00,22.37,36.12,1317.9,2.487,-1.29,0,0
6,2004-03-11 12:00:00,22.35,35.46,1264.3,2.482,-1.49,0,0
6,2004-03-11 13:00:00,22.43,35.1,1115.2,2.477,-1.58,0,0
6,2004-03-11 14:00:00,22.39,35.9,928.1,2.475,-1.38,0,0
6,2004-03-11 15:00:00,22.3,37.53,744.6,2.473,-0.88,0,0
6,2004-03-11 16:00:00,22,39.17,493.1,2.471,-0.9,0,0
6,2004-03-11 17:00:00,21.44,40.38,242.5,2.471,-0.42,0,0
6,2004-03-11 18:00:00,21.88,40.43,29.7,2.476,-1.22,0,0
6,2004-03-11 19:00:00,22.35,39.98,12.2,2.485,-0.91,0,0
6,2004-03-11 20:00:00,22.34,39.54,11.6,2.486,-0.62,0,0
6,2004-03-11 21:00:00,22.18,39.48,11.8,2.485,-0.46,0,0
6,2004-03-11 22:00:00,21.92,39.67,12.7,2.485,-0.37,0,0
6,2004-03-11 23:00:00,21.64,40.08,9.5,2.483,-0.28,0,0
6,2004-03-12 00:00:00,21.18,40.67,1,2.475,-0.1,0,0
6,2004-03-12 01:00:00,20.78,41.05,2.6,2.475,0.01,0,0
6,2004-03-12 02:00:00,20.43,41.32,0.9,2.474,0.03,0,0
6,2004-03-12 03:00:00,20.15,41.54,0.9,2.472,0.11,0,0
6,2004-03-12 04:00:00,19.91,41.78,0.9,2.465,0.23,0,0
6,2004-03-12 05:00:00,19.69,42.38,1,2.464,0.31,0,0
6,2004-03-12 06:00:00,19.71,43.04,61.1,2.464,0.41,0,0
6,2004-03-12 07:00:00,20.87,40.95,578.9,2.474,-0.24,0,0
6,2004-03-12 08:00:00,20.78,41.67,1004.3,2.475,-0.11,0,0
6,2004-03-12 09:00:00,21.54,41.22,1245.8,2.476,-0.47,0,0
6,2004-03-12 10:00:00,21.99,41.79,1317.4,2.482,-0.69,0,0
6,2004-03-12 11:00:00,22.45,41.7,1303.3,2.487,-0.64,0,0
6,2004-03-12 12:00:00,22.21,43.24,1195.3,2.485,-0.92,0,0
6,2004-03-12 13:00:00,21.99,44.1,1086.2,2.482,-1.1,0,0
6,2004-03-12 14:00:00,21.84,44.23,899.6,2.477,-0.95,0,0
6,2004-03-12 15:00:00,22.07,44.03,691.4,2.481,-0.53,0,0
6,2004-03-12 16:00:00,22.05,43.85,489.9,2.48,-0.09,0,0
6,2004-03-12 17:00:00,21.43,44.95,257.7,2.475,-0.61,0,0
6,2004-03-12 18:00:00,21.66,45.11,25.7,2.475,-1.04,0,0
6,2004-03-12 19:00:00,21.67,45.06,11.9,2.475,-0.71,0,0
6,2004-03-12 20:00:00,21.54,44.43,11.5,2.475,-0.45,0,0
6,2004-03-12 21:00:00,21.4,44.03,11.4,2.475,-0.26,0,0
6,2004-03-12 22:00:00,21.13,44.18,11.1,2.474,-0.22,0,0
6,2004-03-12 23:00:00,20.82,44.8,11.1,2.465,-0.05,0,0
6,2004-03-13 00:00:00,20.58,45.1,11.4,2.464,0,0,0
6,2004-03-13 01:00:00,20.39,45.01,11,2.464,0.07,0,0
6,2004-03-13 02:00:00,20.24,44.74,11.2,2.458,0,0,0
6,2004-03-13 03:00:00,20.05,44.77,11.4,2.455,0.04,0,0
6,2004-03-13 04:00:00,19.91,44.69,11,2.454,0.02,0,0
6,2004-03-13 05:00:00,19.79,44.3,11,2.454,0.06,0,0
6,2004-03-13 06:00:00,19.71,44.02,63.9,2.454,0.08,0,0
6,2004-03-13 07:00:00,20.29,43.02,660.9,2.454,-0.35,0,0
6,2004-03-13 08:00:00,21.53,41.17,1019.2,2.466,-1.43,0,0
6,2004-03-13 09:00:00,22.92,39.66,1288.5,2.477,-2.32,0,0
6,2004-03-13 10:00:00,24.5,37.86,1395.6,2.493,-2.44,0,0
6,2004-03-13 11:00:00,25.57,36.94,1332.4,2.505,-1.87,0,0
6,2004-03-13 12:00:00,26.09,36.63,1235.7,2.513,-1.81,0,0
6,2004-03-13 13:00:00,26.47,36.6,1129.8,2.517,-2.12,0,0
6,2004-03-13 14:00:00,26.54,36.77,943.3,2.517,-2.26,0,0
6,2004-03-13 15:00:00,26.07,37.44,733.3,2.515,-2.38,0,0
6,2004-03-13 16:00:00,25.49,38.31,536.6,2.508,-1.69,0,0
6,2004-03-13 17:00:00,24.56,39.79,292.7,2.497,-1.12,0,0
6,2004-03-13 18:00:00,23.71,40.81,12.8,2.489,-0.72,0,0
6,2004-03-13 19:00:00,22.98,41.38,3.3,2.477,-0.53,0,0
6,2004-03-13 20:00:00,22.48,41.71,4.9,2.475,-0.39,0,0
6,2004-03-13 21:00:00,22.04,41.99,4.6,2.471,-0.3,0,0
6,2004-03-13 22:00:00,21.62,42.38,4.6,2.464,-0.23,0,0
6,2004-03-13 23:00:00,21.35,42.55,5.1,2.459,-0.02,0,0
6,2004-03-14 00:00:00,21.08,42.85,6,2.455,0.03,0,0
6,2004-03-14 01:00:00,20.84,43.03,4.6,2.454,0.09,0,0
6,2004-03-14 02:00:00,20.5,43.36,4.8,2.449,0.14,0,0
6,2004-03-14 03:00:00,20.22,43.49,4.6,2.444,0.26,0,0
6,2004-03-14 04:00:00,19.99,43.61,4.8,2.442,0.3,0,0
6,2004-03-14 05:00:00,19.73,44,4.6,2.434,0.41,0,0
6,2004-03-14 06:00:00,19.55,44.04,86.8,2.434,0.44,0,0
6,2004-03-14 07:00:00,19.82,43.65,571.8,2.435,-0.19,0,0
6,2004-03-14 08:00:00,21.19,41.92,1018.8,2.447,-0.88,0,0
6,2004-03-14 09:00:00,22.5,40.46,1292.7,2.459,-1.75,0,0
6,2004-03-14 10:00:00,23.82,39.31,1381.6,2.472,-2.11,0,0
6,2004-03-14 11:00:00,24.79,38.59,1332.8,2.479,-1.82,0,0
6,2004-03-14 12:00:00,25.67,38.21,1252.3,2.491,-1.68,0,0
6,2004-03-14 13:00:00,26.31,38.04,1107.7,2.496,-2.15,0,0
6,2004-03-14 14:00:00,26.61,38.48,941.6,2.499,-2.39,0,0
6,2004-03-14 15:00:00,26.41,39.22,702.1,2.498,-2.49,0,0
6,2004-03-14 16:00:00,25.85,39.37,495.8,2.495,-1.98,0,0
6,2004-03-14 17:00:00,21.69,46.78,221.8,2.453,-0.74,0,0
6,2004-03-14 18:00:00,21.72,47.85,118.5,2.454,0.31,0,0
6,2004-03-14 19:00:00,22.62,44.1,97.1,2.459,0.84,0,0
6,2004-03-14 20:00:00,22.89,40.46,15.6,2.46,2.05,0,0
6,2004-03-14 21:00:00,22.23,40.45,15.1,2.454,1.66,0,0
6,2004-03-14 22:00:00,21.62,41.66,15.2,2.447,0.94,0,0
6,2004-03-14 23:00:00,20.95,44.44,12.7,2.434,-0.27,0,0
6,2004-03-15 00:00:00,20.99,44.88,12.5,2.434,-0.21,0,0
6,2004-03-15 01:00:00,20.95,44.92,12.3,2.434,-0.14,0,0
6,2004-03-15 02:00:00,20.93,44.01,12.1,2.434,-0.09,0,0
6,2004-03-15 03:00:00,20.85,43.95,12,2.432,-0.1,0,0
6,2004-03-15 04:00:00,20.75,43.76,12.6,2.428,-0.09,0,0
6,2004-03-15 05:00:00,20.68,43.73,12.1,2.425,-0.03,0,0
6,2004-03-15 06:00:00,20.68,43.74,94.3,2.425,-0.01,0,0
6,2004-03-15 07:00:00,23.2,39.79,673.9,2.45,1.17,0,0
6,2004-03-15 08:00:00,23.78,38.87,1104.6,2.454,0.94,0,0
6,2004-03-15 09:00:00,23.51,39.64,1380,2.452,-0.09,0,0
6,2004-03-15 10:00:00,21.82,42.21,1484.3,2.436,-0.87,0,0
6,2004-03-15 11:00:00,21.96,39.26,1423.4,2.436,-0.86,0,0
6,2004-03-15 12:00:00,22.18,38.02,1291.7,2.435,-1.24,0,0
6,2004-03-15 13:00:00,22.14,39.86,1123.7,2.434,-0.56,0,0
6,2004-03-15 14:00:00,21.85,42.01,960.8,2.434,-0.34,0,0
6,2004-03-15 15:00:00,21.65,42.54,774.3,2.428,-0.85,0,0
6,2004-03-16 11:00:00,21.95,34.23,1400.9,2.414,-0.56,0,0
6,2004-03-16 12:00:00,22.03,34.18,1276,2.414,-0.63,0,0
6,2004-03-16 13:00:00,21.92,34.62,1148.9,2.408,-0.64,0,0
6,2004-03-16 14:00:00,21.71,35.62,953.8,2.403,-0.75,0,0
6,2004-03-16 15:00:00,21.61,36.02,731.7,2.403,-0.51,0,0
6,2004-03-16 16:00:00,21.66,36.42,507.8,2.402,-0.31,0,0
6,2004-03-16 17:00:00,21.88,36.34,286.6,2.4,0,0,0
6,2004-03-16 18:00:00,22.29,36.59,46.8,2.404,-1.2,0,0
6,2004-03-16 19:00:00,23.03,36.28,13.7,2.414,-1,0,0
6,2004-03-16 20:00:00,23.17,35.83,14.5,2.414,-0.76,0,0
6,2004-03-16 21:00:00,23.13,35.22,12.9,2.414,-0.59,0,0
6,2004-03-16 22:00:00,23.07,34.68,12.9,2.413,-0.51,0,0
6,2004-03-16 23:00:00,22.98,34.28,13.5,2.406,-0.47,0,0
6,2004-03-17 00:00:00,22.86,33.94,14.1,2.404,-0.41,0,0
6,2004-03-17 01:00:00,22.72,33.67,8.9,2.401,-0.39,0,0
6,2004-03-17 02:00:00,22.44,33.51,1,2.395,-0.24,0,0
6,2004-03-17 03:00:00,22.06,33.51,1,2.395,-0.2,0,0
6,2004-03-17 04:00:00,21.77,33.65,0.9,2.393,-0.04,0,0
6,2004-03-17 05:00:00,21.59,33.72,1.3,2.389,0.05,0,0
6,2004-03-17 06:00:00,21.47,34.64,92.7,2.385,0.05,0,0
6,2004-03-17 07:00:00,21.26,35.25,729.2,2.382,0.56,0,0
6,2004-03-17 08:00:00,20.73,36.94,1117.6,2.376,0.03,0,0
6,2004-03-17 09:00:00,21.25,37.89,1356.7,2.379,-0.01,0,0
6,2004-03-17 10:00:00,21.85,38.53,1442,2.385,-0.41,0,0
6,2004-03-17 11:00:00,22.16,40.11,1358,2.386,-0.44,0,0
6,2004-03-17 12:00:00,21.81,40.84,1258.6,2.383,-0.59,0,0
6,2004-03-17 13:00:00,21.85,40.69,1114.8,2.382,-0.73,0,0
6,2004-03-17 14:00:00,21.83,40.65,941.7,2.378,-0.73,0,0
6,2004-03-17 15:00:00,21.66,40.98,725.8,2.376,-0.5,0,0
6,2004-03-17 16:00:00,21.66,40.61,513.6,2.376,-0.32,0,0
6,2004-03-17 17:00:00,21.56,40.85,299,2.374,-0.22,0,0
6,2004-03-17 18:00:00,22.09,40.44,44.2,2.376,-1.06,0,0
6,2004-03-17 19:00:00,22.65,39.57,12.9,2.38,-0.77,0,0
6,2004-03-17 20:00:00,22.64,39.34,13.8,2.378,-0.5,0,0
6,2004-03-17 21:00:00,22.43,39.68,13.8,2.376,-0.2,0,0
6,2004-03-17 22:00:00,22.24,40.02,13.7,2.375,0,0,0
6,2004-03-17 23:00:00,21.99,40.61,15.6,2.368,0.05,0,0
6,2004-03-18 00:00:00,21.78,41.08,14.6,2.366,0.12,0,0
6,2004-03-18 01:00:00,21.48,41.63,4.4,2.36,0.16,0,0
6,2004-03-18 02:00:00,21.2,41.65,2,2.357,0.41,0,0
6,2004-03-18 03:00:00,21.07,41.4,1.7,2.355,0.56,0,0
6,2004-03-18 04:00:00,20.97,41.3,1.8,2.349,0.76,0,0
6,2004-03-18 05:00:00,20.86,41.85,1.7,2.347,0.96,0,0
6,2004-03-18 06:00:00,20.91,42.52,109.5,2.346,1.08,0,0
6,2004-03-18 07:00:00,20.95,42.97,560.8,2.343,1.1,0,0
6,2004-03-18 08:00:00,20.74,44.54,1067.2,2.338,0.58,0,0
6,2004-03-18 09:00:00,21.34,45,1325.9,2.338,0.41,0,0
6,2004-03-18 10:00:00,22.12,44.66,1315,2.348,0.34,0,0
6,2004-03-18 11:00:00,22.46,45.42,1381.7,2.348,0.36,0,0
6,2004-03-18 12:00:00,23.06,44.86,1238.9,2.348,0.49,0,0
6,2004-03-18 13:00:00,23.26,45.01,1117.2,2.348,0.53,0,0
6,2004-03-18 14:00:00,23.16,45.87,903.2,2.348,0.89,0,0
6,2004-03-18 15:00:00,23.33,45.8,789.6,2.346,1.18,0,0
6,2004-03-18 16:00:00,23.65,45.43,598.7,2.346,1.62,0,0
6,2004-03-18 17:00:00,23.43,46.16,336,2.337,1.89,0,0
6,2004-03-18 18:00:00,24,46.39,31.3,2.337,1.54,0,0
6,2004-03-18 19:00:00,24.47,46.15,13,2.338,2.34,0,0
6,2004-03-18 20:00:00,24.84,45.28,13.4,2.338,3.13,0,0
6,2004-03-18 21:00:00,25.23,44.86,13.5,2.332,3.96,0,0
6,2004-03-18 22:00:00,25.78,44.67,12.9,2.322,4.85,0,0
6,2004-03-18 23:00:00,26.49,44.3,12.9,2.32,5.88,0,0
6,2004-03-19 00:00:00,27.48,44.26,12.9,2.32,7.18,0,0
6,2004-03-19 01:00:00,28.77,44.54,9.2,2.32,8.9,0,0
6,2004-03-19 02:00:00,30.16,44.88,1.3,2.314,10.84,0,0
6,2004-03-19 03:00:00,32.66,45.41,0.9,2.309,13.78,1,0
6,2004-03-19 04:00:00,34.58,45.71,1,2.303,16.07,1,0
6,2004-03-19 05:00:00,38.15,45.84,1.4,2.302,19.87,1,0
6,2004-03-19 06:00:00,41.46,46.05,124.3,2.3,23.27,1,0
6,2004-03-19 07:00:00,44.92,46.04,718.3,2.299,26.43,1,0
6,2004-03-19 08:00:00,48.39,45.18,1159.5,2.302,28.77,1,0
6,2004-03-19 09:00:00,51.4,45.79,1482,2.3,30.98,1,0
6,2004-03-19 10:00:00,52.9,43.78,1587.8,2.315,29.74,1,0
6,2004-03-19 11:00:00,50.89,42.35,1508.5,2.32,27.87,1,0
6,2004-03-19 12:00:00,51.04,43.13,1359.7,2.32,28.02,1,0
6,2004-03-19 13:00:00,52.66,43.4,1208.9,2.32,29.46,1,0
6,2004-03-19 14:00:00,55.1,43.76,997.1,2.32,31.97,1,1
6,2004-03-19 15:00:00,57.89,45.26,788,2.319,34.87,1,7
6,2004-03-19 16:00:00,,,,,,0,40
6,2004-03-19 17:00:00,,,,,,0,19
6,2004-03-19 18:00:00,,,,,,0,24
6,2004-03-19 19:00:00,,,,,,0,31
6,2004-03-19 20:00:00,,,,,,0,49
6,2004-03-19 21:00:00,,,,,,0,36
6,2004-03-19 22:00:00,,,,,,0,40
6,2004-03-19 23:00:00,,,,,,0,49
6,2004-03-20 00:00:00,,,,,,0,40
6,2004-03-20 01:00:00,,,,,,0,31
6,2004-03-20 02:00:00,,,,,,0,32
6,2004-03-20 03:00:00,,,,,,0,24
6,2004-03-20 04:00:00,,,,,,0,35
6,2004-03-20 05:00:00,,,,,,0,23
6,2004-03-20 06:00:00,,,,,,0,29
6,2004-03-20 07:00:00,,,,,,0,24
6,2004-03-20 08:00:00,,,,,,0,32
6,2004-03-20 09:00:00,,,,,,0,31
6,2004-03-20 10:00:00,,,,,,0,41
6,2004-03-20 11:00:00,,,,,,0,29
6,2004-03-20 12:00:00,,,,,,0,30
6,2004-03-20 13:00:00,,,,,,0,23
6,2004-03-20 14:00:00,,,,,,0,30
6,2004-03-20 15:00:00,,,,,,0,34
6,2004-03-20 16:00:00,,,,,,0,28
6,2004-03-20 17:00:00,,,,,,0,39
6,2004-03-20 18:00:00,,,,,,0,20
6,2004-03-20 19:00:00,,,,,,0,38
6,2004-03-20 20:00:00,,,,,,0,28
6,2004-03-20 21:00:00,,,,,,0,30
6,2004-03-20 22:00:00,,,,,,0,46
6,2004-03-20 23:00:00,,,,,,0,34
6,2004-03-21 00:00:00,,,,,,0,32
6,2004-03-21 01:00:00,,,,,,0,29
6,2004-03-21 02:00:00,,,,,,0,38
6,2004-03-21 03:00:00,,,,,,0,26
6,2004-03-21 04:00:00,,,,,,0,17
6,2004-03-21 05:00:00,,,,,,0,35
6,2004-03-21 06:00:00,,,,,,0,23
6,2004-03-21 07:00:00,,,,,,0,24
6,2004-03-21 08:00:00,,,,,,0,27
6,2004-03-21 09:00:00,,,,,,0,43
6,2004-03-21 10:00:00,,,,,,0,35
6,2004-03-21 11:00:00,,,,,,0,13
6,2004-03-21 12:00:00,,,,,,0,30
6,2004-03-21 13:00:00,,,,,,0,28
6,2004-03-21 14:00:00,,,,,,0,48
6,2004-03-21 15:00:00,,,,,,0,51
6,2004-03-21 16:00:00,,,,,,0,43
6,2004-03-21 17:00:00,,,,,,0,43
6,2004-03-21 18:00:00,,,,,,0,45
6,2004-03-21 19:00:00,,,,,,0,20
6,2004-03-21 20:00:00,,,,,,0,12
6,2004-03-21 21:00:00,,,,,,0,22
6,2004-03-21 22:00:00,,,,,,0,35
6,2004-03-21 23:00:00,,,,,,0,40
6,2004-03-22 00:00:00,,,,,,0,32
6,2004-03-22 01:00:00,,,,,,0,28
6,2004-03-22 02:00:00,,,,,,0,10
6,2004-03-22 03:00:00,,,,,,0,24
6,2004-03-22 04:00:00,,,,,,0,14
6,2004-03-22 05:00:00,,,,,,0,21
6,2004-03-22 06:00:00,,,,,,0,15
6,2004-03-22 07:00:00,,,,,,0,22
6,2004-03-22 08:00:00,,,,,,0,26
6,2004-03-22 09:00:00,,,,,,0,23
6,2004-03-22 10:00:00,,,,,,0,17
6,2004-03-22 11:00:00,,,,,,0,26
6,2004-03-22 12:00:00,,,,,,0,28
6,2004-03-22 13:00:00,,,,,,0,26
6,2004-03-22 14:00:00,,,,,,0,12
6,2004-03-22 15:00:00,,,,,,0,21
6,2004-03-22 16:00:00,,,,,,0,24
6,2004-03-22 17:00:00,,,,,,0,19
6,2004-03-22 18:00:00,,,,,,0,15
6,2004-03-22 19:00:00,,,,,,0,12
6,2004-03-22 20:00:00,,,,,,0,22
6,2004-03-22 21:00:00,,,,,,0,31
6,2004-03-22 22:00:00,,,,,,0,14
6,2004-03-22 23:00:00,,,,,,0,23
6,2004-03-23 00:00:00,,,,,,0,36
6,2004-03-23 01:00:00,,,,,,0,54
6,2004-03-23 02:00:00,,,,,,0,42
6,2004-03-23 03:00:00,,,,,,0,45
6,2004-03-23 04:00:00,,,,,,0,33
6,2004-03-23 05:00:00,,,,,,0,43
6,2004-03-23 06:00:00,,,,,,0,41
6,2004-03-23 07:00:00,,,,,,0,28
6,2004-03-23 08:00:00,,,,,,0,27
6,2004-03-23 09:00:00,,,,,,0,58
6,2004-03-23 10:00:00,,,,,,0,45
6,2004-03-23 11:00:00,,,,,,0,59
6,2004-03-23 12:00:00,,,,,,0,54
6,2004-03-23 13:00:00,,,,,,0,58
6,2004-03-23 14:00:00,,,,,,0,76
6,2004-03-23 15:00:00,,,,,,0,80
6,2004-03-23 16:00:00,,,,,,0,80
6,2004-03-23 17:00:00,,,,,,0,78
6,2004-03-23 18:00:00,,,,,,0,73
6,2004-03-23 19:00:00,,,,,,0,70
6,2004-03-23 20:00:00,,,,,,0,74
6,2004-03-23 21:00:00,,,,,,0,68
6,2004-03-23 22:00:00,,,,,,0,79
6,2004-03-23 23:00:00,,,,,,0,82
6,2004-03-24 00:00:00,,,,,,0,83
6,2004-03-24 01:00:00,,,,,,0,49
6,2004-03-24 02:00:00,,,,,,0,14
6,2004-03-24 03:00:00,,,,,,0,18
6,2004-03-24 04:00:00,,,,,,0,17
6,2004-03-24 05:00:00,,,,,,0,31
6,2004-03-24 06:00:00,,,,,,0,19
6,2004-03-24 07:00:00,,,,,,0,18
6,2004-03-24 08:00:00,,,,,,0,20
6,2004-03-24 09:00:00,,,,,,0,50
6,2004-03-24 10:00:00,,,,,,0,35
6,2004-03-24 11:00:00,,,,,,0,55
6,2004-03-24 12:00:00,,,,,,0,37
6,2004-03-24 13:00:00,,,,,,0,56
6,2004-03-24 14:00:00,,,,,,0,47
6,2004-03-24 15:00:00,,,,,,0,50
6,2004-03-24 16:00:00,,,,,,0,42
6,2004-03-24 17:00:00,,,,,,0,28
6,2004-03-24 18:00:00,,,,,,0,29
6,2004-03-24 19:00:00,,,,,,0,44
